timestamp,meter_id,zone,type,consommation_kw,tension_v,courant_a,facteur_puissance,frequence_hz,statut,anomalies
2026-05-11 20:59:00,SM_0026,Zone C,residentiel,0.75,233.68,3.543,0.906,60.45,NORMAL,none
2026-05-11 20:59:00,SM_0027,Zone D,industriel,1.413,234.1,6.257,0.964,60.22,ALERTE,consumption_drop
2026-05-11 20:59:00,SM_0028,Zone D,commercial,6.802,189.93,38.305,0.935,60.01,ALERTE,voltage_low
2026-05-11 20:59:00,SM_0029,Zone C,residentiel,2.712,220.65,12.872,0.955,59.77,NORMAL,none
2026-05-11 20:59:00,SM_0030,Zone D,commercial,3.923,230.83,18.833,0.902,59.69,NORMAL,none
2026-05-11 20:59:00,SM_0031,Zone A,residentiel,1.87,225.03,9.289,0.895,59.9,NORMAL,none
2026-05-11 20:59:00,SM_0032,Zone A,industriel,35.095,237.02,164.793,0.899,60.27,NORMAL,none
2026-05-11 20:59:00,SM_0033,Zone C,residentiel,4.859,198.08,26.191,0.937,60.28,ALERTE,voltage_low
2026-05-11 20:59:00,SM_0034,Zone D,commercial,10.822,232.57,123.453,0.377,59.51,ALERTE,power_factor_low
2026-05-11 20:59:00,SM_0035,Zone D,industriel,58.716,259.35,351.283,0.644,59.73,ALERTE,combined
2026-05-11 20:59:00,SM_0036,Zone D,commercial,34.18,259.58,298.199,0.442,60.17,ALERTE,combined
2026-05-11 20:59:00,SM_0037,Zone C,industriel,174.063,232.43,831.615,0.901,59.8,ALERTE,consumption_spike
2026-05-11 20:59:00,SM_0038,Zone A,commercial,6.87,226.33,31.664,0.959,60.13,NORMAL,none
2026-05-11 20:59:00,SM_0039,Zone C,commercial,5.469,220.06,26.433,0.94,60.05,NORMAL,none
2026-05-11 20:59:00,SM_0040,Zone B,commercial,3.416,222.74,16.066,0.955,60.23,NORMAL,none
2026-05-11 20:59:00,SM_0041,Zone C,residentiel,3.553,238.51,17.226,0.865,60.32,NORMAL,none
2026-05-11 20:59:00,SM_0042,Zone A,industriel,3.37,232.47,15.199,0.954,60.24,ALERTE,consumption_drop
2026-05-11 20:59:00,SM_0043,Zone B,residentiel,1.121,223.86,5.519,0.908,60.24,NORMAL,none
2026-05-11 20:59:00,SM_0044,Zone B,residentiel,0.295,223.44,1.38,0.957,60.07,ALERTE,consumption_drop
2026-05-11 20:59:00,SM_0045,Zone D,commercial,8.47,237.07,37.834,0.944,60.11,NORMAL,none
2026-05-11 20:59:00,SM_0046,Zone D,residentiel,1.216,236.3,5.901,0.872,60.22,NORMAL,none
2026-05-11 20:59:00,SM_0047,Zone B,residentiel,2.565,220.15,13.345,0.873,60.46,NORMAL,none
2026-05-11 20:59:00,SM_0048,Zone B,residentiel,2.881,239.35,12.907,0.933,59.95,NORMAL,none
2026-05-11 20:59:00,SM_0049,Zone A,residentiel,2.455,230.52,12.49,0.853,59.66,NORMAL,none
2026-05-11 20:59:00,SM_0050,Zone C,industriel,26.246,226.67,125.875,0.92,60.18,NORMAL,none
2026-05-11 20:59:00,SM_0051,Zone C,residentiel,13.035,261.97,70.564,0.705,59.83,ALERTE,combined
2026-05-11 20:59:00,SM_0052,Zone B,industriel,26.766,221.23,127.742,0.947,60.13,NORMAL,none
2026-05-11 20:59:00,SM_0053,Zone A,residentiel,4.231,234.35,19.037,0.948,59.85,NORMAL,none
2026-05-11 20:59:00,SM_0054,Zone B,industriel,22.969,221.68,112.888,0.918,60.39,NORMAL,none
2026-05-11 20:59:00,SM_0055,Zone D,residentiel,2.238,193.33,12.424,0.932,59.77,ALERTE,voltage_low
2026-05-11 20:59:00,SM_0056,Zone A,commercial,9.07,236.5,39.365,0.974,60.15,NORMAL,none
2026-05-11 20:59:00,SM_0057,Zone D,residentiel,3.847,223.77,17.706,0.971,59.96,NORMAL,none
2026-05-11 20:59:00,SM_0058,Zone D,commercial,10.703,239.43,52.201,0.856,59.54,NORMAL,none
2026-05-11 20:59:00,SM_0059,Zone D,industriel,18.995,221.38,87.675,0.979,60.05,NORMAL,none
2026-05-11 20:59:00,SM_0060,Zone C,commercial,19.945,263.7,106.851,0.708,60.19,ALERTE,combined
2026-05-11 20:59:00,SM_0061,Zone A,residentiel,3.711,227.38,16.707,0.977,59.99,NORMAL,none
2026-05-11 20:59:00,SM_0062,Zone A,industriel,22.75,221.93,114.33,0.897,60.07,NORMAL,none
2026-05-11 20:59:00,SM_0063,Zone A,residentiel,0.597,228.12,2.795,0.937,59.65,NORMAL,none
2026-05-11 20:59:00,SM_0064,Zone C,commercial,0.638,222.53,3.353,0.855,59.63,ALERTE,consumption_drop
2026-05-11 20:59:00,SM_0065,Zone D,industriel,6.864,230.55,34.73,0.857,59.78,ALERTE,consumption_drop
2026-05-11 20:59:00,SM_0066,Zone C,commercial,4.744,235.9,22.687,0.886,59.7,NORMAL,none
2026-05-11 20:59:00,SM_0067,Zone C,residentiel,1.328,228.72,6.617,0.877,59.63,NORMAL,none
2026-05-11 20:59:00,SM_0068,Zone C,residentiel,1.855,236.03,8.449,0.93,60.3,NORMAL,none
2026-05-11 20:59:00,SM_0069,Zone A,residentiel,2.652,226.99,12.936,0.903,59.6,NORMAL,none
2026-05-11 20:59:00,SM_0070,Zone A,commercial,10.758,226.86,49.579,0.956,60.27,NORMAL,none
2026-05-11 20:59:00,SM_0071,Zone C,industriel,32.368,226.64,160.396,0.89,60.01,NORMAL,none
2026-05-11 20:59:00,SM_0072,Zone C,commercial,7.698,224.08,35.86,0.958,60.24,NORMAL,none
2026-05-11 20:59:00,SM_0073,Zone C,commercial,7.582,227.91,38.349,0.868,59.87,NORMAL,none
2026-05-11 20:59:00,SM_0074,Zone A,residentiel,1.433,233.35,6.478,0.948,59.64,NORMAL,none
2026-05-11 20:59:00,SM_0075,Zone B,commercial,7.451,235.19,35.174,0.901,60.35,NORMAL,none
2026-05-11 20:59:00,SM_0076,Zone D,commercial,4.511,220.53,23.713,0.863,59.86,NORMAL,none
2026-05-11 20:59:00,SM_0077,Zone C,commercial,9.707,196.85,52.114,0.946,59.73,ALERTE,voltage_low
2026-05-11 20:59:00,SM_0078,Zone D,residentiel,3.758,235.31,16.817,0.95,59.81,NORMAL,none
2026-05-11 20:59:00,SM_0079,Zone B,residentiel,3.861,230.3,19.266,0.87,60.28,NORMAL,none
2026-05-11 20:59:00,SM_0080,Zone A,commercial,34.046,228.32,171.18,0.871,60.03,ALERTE,consumption_spike
2026-05-11 20:59:00,SM_0081,Zone B,industriel,37.261,233.35,181.841,0.878,59.77,NORMAL,none
2026-05-11 20:59:00,SM_0082,Zone B,industriel,36.957,226.85,184.169,0.885,60.23,NORMAL,none
2026-05-11 20:59:00,SM_0083,Zone D,residentiel,4.984,226.58,24.384,0.902,60.47,NORMAL,none
2026-05-11 20:59:00,SM_0084,Zone D,commercial,6.192,232.89,27.645,0.962,59.95,NORMAL,none
2026-05-11 20:59:00,SM_0085,Zone C,industriel,16.595,226.12,84.112,0.873,59.96,NORMAL,none
2026-05-11 20:59:00,SM_0086,Zone D,industriel,12.604,228.94,61.785,0.891,60.03,NORMAL,none
2026-05-11 20:59:00,SM_0087,Zone D,commercial,6.187,194.15,35.29,0.903,60.18,ALERTE,voltage_low
2026-05-11 20:59:00,SM_0088,Zone B,industriel,35.356,225.42,178.037,0.881,59.63,NORMAL,none
2026-05-11 20:59:00,SM_0089,Zone A,residentiel,13.775,259.41,96.516,0.55,60.06,ALERTE,combined
2026-05-11 20:59:00,SM_0090,Zone D,commercial,4.263,225.27,20.142,0.94,59.85,NORMAL,none
2026-05-11 20:59:00,SM_0091,Zone C,commercial,10.594,230.15,50.626,0.909,59.5,NORMAL,none
2026-05-11 20:59:00,SM_0092,Zone D,residentiel,0.743,228.56,3.576,0.909,59.53,NORMAL,none
2026-05-11 20:59:00,SM_0093,Zone D,industriel,16.287,221.34,82.647,0.89,60.24,NORMAL,none
2026-05-11 20:59:00,SM_0094,Zone B,residentiel,2.46,262.58,9.915,0.945,60.1,ALERTE,voltage_high
2026-05-11 20:59:00,SM_0095,Zone C,commercial,10.298,232.42,50.497,0.877,60.13,NORMAL,none
2026-05-11 20:59:00,SM_0096,Zone B,residentiel,2.648,232.83,12.243,0.929,60.34,NORMAL,none
2026-05-11 20:59:00,SM_0097,Zone D,commercial,8.576,228.06,39.934,0.942,59.76,NORMAL,none
2026-05-11 20:59:00,SM_0098,Zone A,industriel,16.349,223.72,81.664,0.895,59.6,NORMAL,none
2026-05-11 20:59:00,SM_0099,Zone C,commercial,5.102,234.7,23.697,0.917,59.94,NORMAL,none
2026-05-11 20:59:00,SM_0100,Zone B,industriel,28.681,222.12,132.338,0.976,59.99,NORMAL,none
2026-05-11 21:00:00,SM_0001,Zone C,industriel,35.825,227.19,165.374,0.954,60.37,NORMAL,none
2026-05-11 21:00:00,SM_0002,Zone C,residentiel,1.671,237.21,8.167,0.862,60.18,NORMAL,none
2026-05-11 21:00:00,SM_0003,Zone D,industriel,20.291,231.64,98.226,0.892,59.38,ALERTE,frequency_deviation
2026-05-11 21:00:00,SM_0004,Zone B,commercial,3.907,227.29,17.805,0.965,59.95,NORMAL,none
2026-05-11 21:00:00,SM_0005,Zone D,commercial,5.957,227.84,27.925,0.936,59.64,NORMAL,none
2026-05-11 21:00:00,SM_0006,Zone A,residentiel,0.497,223.27,2.335,0.954,59.79,ALERTE,consumption_drop
2026-05-11 21:00:00,SM_0007,Zone A,commercial,4.482,239.29,21.424,0.874,59.82,NORMAL,none
2026-05-11 21:00:00,SM_0008,Zone C,residentiel,2.846,225.9,13.748,0.916,60.12,NORMAL,none
2026-05-11 21:00:00,SM_0009,Zone C,industriel,28.367,222.94,142.839,0.891,60.37,NORMAL,none
2026-05-11 21:00:00,SM_0010,Zone A,commercial,6.911,220.63,33.945,0.923,59.87,NORMAL,none
2026-05-11 21:00:00,SM_0011,Zone D,industriel,36.321,236.79,171.719,0.893,60.24,NORMAL,none
2026-05-11 21:00:00,SM_0012,Zone B,residentiel,3.03,228.02,14.578,0.912,59.99,NORMAL,none
2026-05-11 21:00:00,SM_0013,Zone D,residentiel,1.013,266.95,4.314,0.88,59.89,ALERTE,voltage_high
2026-05-11 21:00:00,SM_0014,Zone C,industriel,28.879,224.63,136.624,0.941,59.78,NORMAL,none
2026-05-11 21:00:00,SM_0015,Zone C,industriel,29.204,229.83,338.66,0.375,59.68,ALERTE,power_factor_low
2026-05-11 21:00:00,SM_0016,Zone B,residentiel,0.428,239.5,2.003,0.892,60.13,ALERTE,consumption_drop
2026-05-11 21:00:00,SM_0017,Zone C,residentiel,4.089,223.27,18.781,0.975,60.11,NORMAL,none
2026-05-11 21:00:00,SM_0018,Zone A,industriel,37.449,220.15,184.523,0.922,60.09,NORMAL,none
2026-05-11 21:00:00,SM_0019,Zone C,industriel,17.469,221.34,88.167,0.895,60.09,NORMAL,none
2026-05-11 21:00:00,SM_0020,Zone A,residentiel,4.217,236.16,19.735,0.905,59.6,NORMAL,none
2026-05-11 21:00:00,SM_0021,Zone C,industriel,2.321,238.64,10.212,0.952,60.0,ALERTE,consumption_drop
2026-05-11 21:00:00,SM_0022,Zone C,commercial,9.012,228.73,40.76,0.967,60.14,NORMAL,none
2026-05-11 21:00:00,SM_0023,Zone D,residentiel,1.787,223.89,8.244,0.968,60.11,NORMAL,none
2026-05-11 21:00:00,SM_0024,Zone B,residentiel,1.889,206.15,10.651,0.86,60.0,ALERTE,voltage_low
2026-05-11 21:00:00,SM_0025,Zone B,industriel,31.397,239.52,139.093,0.942,60.23,NORMAL,none
2026-05-11 21:00:00,SM_0026,Zone D,residentiel,3.772,233.91,17.903,0.901,59.9,NORMAL,none
2026-05-11 21:00:00,SM_0027,Zone B,residentiel,1.793,239.76,8.543,0.875,59.99,NORMAL,none
2026-05-11 21:00:00,SM_0028,Zone C,industriel,32.087,233.95,159.721,0.859,59.76,NORMAL,none
2026-05-11 21:00:00,SM_0029,Zone A,commercial,7.801,238.72,34.109,0.958,60.02,NORMAL,none
2026-05-11 21:00:00,SM_0030,Zone A,residentiel,3.812,255.22,27.377,0.546,60.49,ALERTE,combined
2026-05-11 21:00:00,SM_0031,Zone D,industriel,39.319,224.97,194.32,0.899,60.14,NORMAL,none
2026-05-11 21:00:00,SM_0032,Zone A,commercial,8.465,237.15,37.85,0.943,59.54,NORMAL,none
2026-05-11 21:00:00,SM_0033,Zone C,commercial,8.157,222.27,41.435,0.886,60.21,NORMAL,none
2026-05-11 21:00:00,SM_0034,Zone D,commercial,7.064,232.61,34.254,0.887,59.79,NORMAL,none
2026-05-11 21:00:00,SM_0035,Zone A,industriel,32.687,223.15,151.625,0.966,59.69,NORMAL,none
2026-05-11 21:00:00,SM_0036,Zone A,industriel,31.034,237.15,145.363,0.9,60.39,NORMAL,none
2026-05-11 21:00:00,SM_0037,Zone A,industriel,35.175,220.11,168.936,0.946,59.65,NORMAL,none
2026-05-11 21:00:00,SM_0038,Zone A,industriel,14.758,222.11,72.687,0.914,59.58,NORMAL,none
2026-05-11 21:00:00,SM_0039,Zone D,commercial,5.503,267.26,23.796,0.865,60.36,ALERTE,voltage_high
2026-05-11 21:00:00,SM_0040,Zone B,industriel,21.119,231.65,95.941,0.95,59.61,NORMAL,none
2026-05-11 21:00:00,SM_0041,Zone D,commercial,30.06,254.4,267.163,0.442,59.67,ALERTE,combined
2026-05-11 21:00:00,SM_0042,Zone B,residentiel,2.265,236.88,10.047,0.952,60.29,NORMAL,none
2026-05-11 21:00:00,SM_0043,Zone D,residentiel,3.314,231.47,15.415,0.929,59.73,NORMAL,none
2026-05-11 21:00:00,SM_0044,Zone C,industriel,32.077,234.02,211.032,0.65,59.95,ALERTE,power_factor_low
2026-05-11 21:00:00,SM_0045,Zone C,commercial,3.288,254.19,14.055,0.92,60.45,ALERTE,voltage_high
2026-05-11 21:00:00,SM_0046,Zone C,residentiel,1.362,228.82,6.985,0.852,60.0,NORMAL,none
2026-05-11 21:00:00,SM_0047,Zone B,residentiel,14.56,263.07,99.566,0.556,59.89,ALERTE,combined
2026-05-11 21:00:00,SM_0048,Zone C,industriel,16.766,232.13,80.673,0.895,59.57,NORMAL,none
2026-05-11 21:00:00,SM_0049,Zone A,industriel,13.562,237.71,59.231,0.963,59.88,NORMAL,none
2026-05-11 21:00:00,SM_0050,Zone D,commercial,8.479,237.73,40.326,0.884,59.58,NORMAL,none
2026-05-11 21:00:00,SM_0051,Zone A,commercial,3.043,255.31,12.43,0.959,59.75,ALERTE,voltage_high
2026-05-11 21:00:00,SM_0052,Zone B,residentiel,2.39,236.64,11.255,0.898,60.37,NORMAL,none
2026-05-11 21:00:00,SM_0053,Zone D,commercial,5.552,223.12,27.782,0.896,58.66,ALERTE,frequency_deviation
2026-05-11 21:00:00,SM_0054,Zone D,commercial,9.386,228.68,46.313,0.886,60.14,NORMAL,none
2026-05-11 21:00:00,SM_0055,Zone B,industriel,27.18,238.35,125.651,0.908,59.56,NORMAL,none
2026-05-11 21:00:00,SM_0056,Zone D,commercial,53.437,237.08,243.66,0.925,60.17,ALERTE,consumption_spike
2026-05-11 21:00:00,SM_0057,Zone C,industriel,32.297,223.93,167.513,0.861,59.61,NORMAL,none
2026-05-11 21:00:00,SM_0058,Zone A,industriel,13.024,223.03,62.571,0.933,58.55,ALERTE,frequency_deviation
2026-05-11 21:00:00,SM_0059,Zone B,industriel,29.112,234.57,127.195,0.976,59.81,NORMAL,none
2026-05-11 21:00:00,SM_0060,Zone D,residentiel,11.424,264.52,68.554,0.63,60.19,ALERTE,combined
2026-05-11 21:00:00,SM_0061,Zone B,commercial,10.112,223.42,47.194,0.959,60.44,NORMAL,none
2026-05-11 21:00:00,SM_0062,Zone C,residentiel,0.638,222.74,3.016,0.949,60.03,NORMAL,none
2026-05-11 21:00:00,SM_0063,Zone A,industriel,27.52,220.8,140.707,0.886,59.81,NORMAL,none
2026-05-11 21:00:00,SM_0064,Zone B,industriel,11.066,234.95,54.465,0.865,60.04,NORMAL,none
2026-05-11 21:00:00,SM_0065,Zone D,residentiel,3.444,237.9,15.299,0.946,60.31,NORMAL,none
2026-05-11 21:00:00,SM_0066,Zone A,commercial,8.001,197.63,43.169,0.938,60.27,ALERTE,voltage_low
2026-05-11 21:00:00,SM_0067,Zone C,commercial,6.724,221.03,33.18,0.917,58.48,ALERTE,frequency_deviation
2026-05-11 21:00:00,SM_0068,Zone C,industriel,35.968,232.58,180.395,0.857,59.51,NORMAL,none
2026-05-11 21:00:00,SM_0069,Zone C,residentiel,4.177,220.96,21.721,0.87,59.92,NORMAL,none
2026-05-11 21:00:00,SM_0070,Zone B,commercial,4.182,226.34,38.347,0.482,60.1,ALERTE,power_factor_low
2026-05-11 21:00:00,SM_0071,Zone A,residentiel,4.653,233.63,23.075,0.863,60.46,NORMAL,none
2026-05-11 21:00:00,SM_0072,Zone D,commercial,7.548,222.95,39.807,0.85,60.17,NORMAL,none
2026-05-11 21:00:00,SM_0073,Zone B,commercial,11.566,233.97,52.871,0.935,59.89,NORMAL,none
2026-05-11 21:00:00,SM_0074,Zone A,residentiel,2.524,222.98,13.3,0.851,59.6,NORMAL,none
2026-05-11 21:00:00,SM_0075,Zone D,residentiel,1.835,238.65,11.403,0.674,59.95,ALERTE,power_factor_low
2026-05-11 21:00:00,SM_0076,Zone C,commercial,11.35,229.87,55.695,0.887,60.11,NORMAL,none
2026-05-11 21:00:00,SM_0077,Zone D,industriel,98.929,236.62,474.215,0.882,60.43,ALERTE,consumption_spike
2026-05-11 21:00:00,SM_0078,Zone B,residentiel,2.668,222.08,20.118,0.597,60.3,ALERTE,power_factor_low
2026-05-11 21:00:00,SM_0079,Zone C,residentiel,0.806,230.22,3.673,0.953,60.28,NORMAL,none
2026-05-11 21:00:00,SM_0080,Zone B,industriel,20.91,232.94,94.543,0.949,60.36,NORMAL,none
2026-05-11 21:00:00,SM_0081,Zone D,residentiel,0.797,235.77,3.839,0.881,60.31,ALERTE,consumption_drop
2026-05-11 21:00:00,SM_0082,Zone A,residentiel,1.375,232.07,6.358,0.932,58.61,ALERTE,frequency_deviation
2026-05-11 21:00:00,SM_0083,Zone D,industriel,16.569,235.52,71.809,0.98,59.95,NORMAL,none
2026-05-11 21:00:00,SM_0084,Zone B,commercial,4.718,232.98,63.94,0.317,60.38,ALERTE,power_factor_low
2026-05-11 21:00:00,SM_0085,Zone A,commercial,9.999,230.16,45.989,0.945,59.94,NORMAL,none
2026-05-11 21:00:00,SM_0086,Zone C,industriel,12.794,233.56,59.773,0.916,59.76,NORMAL,none
2026-05-11 21:00:00,SM_0087,Zone D,residentiel,4.152,233.18,19.214,0.927,59.84,NORMAL,none
2026-05-11 21:00:00,SM_0088,Zone C,commercial,7.903,239.1,38.074,0.868,59.95,NORMAL,none
2026-05-11 21:00:00,SM_0089,Zone D,industriel,233.492,229.11,1168.404,0.872,59.84,ALERTE,consumption_spike
2026-05-11 21:00:00,SM_0090,Zone A,commercial,7.057,227.35,32.473,0.956,60.23,NORMAL,none
2026-05-11 21:00:00,SM_0091,Zone B,industriel,28.173,221.12,142.119,0.897,59.92,NORMAL,none
2026-05-11 21:00:00,SM_0092,Zone C,residentiel,2.46,231.0,11.389,0.935,59.84,NORMAL,none
2026-05-11 21:00:00,SM_0093,Zone C,residentiel,0.09,238.32,0.412,0.916,60.43,ALERTE,consumption_drop
2026-05-11 21:00:00,SM_0094,Zone D,residentiel,3.353,220.89,15.522,0.978,60.22,NORMAL,none
2026-05-11 21:00:00,SM_0095,Zone A,industriel,26.103,226.61,125.371,0.919,60.17,NORMAL,none
2026-05-11 21:00:00,SM_0096,Zone C,residentiel,1.767,238.34,8.042,0.922,60.45,NORMAL,none
2026-05-11 21:00:00,SM_0097,Zone B,residentiel,4.679,234.71,23.109,0.863,60.15,NORMAL,none
2026-05-11 21:00:00,SM_0098,Zone C,commercial,1.395,229.05,6.707,0.908,60.11,ALERTE,consumption_drop
2026-05-11 21:00:00,SM_0099,Zone A,commercial,10.671,237.24,46.058,0.977,60.41,NORMAL,none
2026-05-11 21:00:00,SM_0100,Zone B,industriel,23.62,236.68,111.003,0.899,60.02,NORMAL,none
2026-05-11 21:01:00,SM_0001,Zone B,residentiel,0.815,231.53,3.852,0.913,60.39,ALERTE,consumption_drop
2026-05-11 21:01:00,SM_0002,Zone B,industriel,15.55,239.18,68.881,0.944,60.48,NORMAL,none
2026-05-11 21:01:00,SM_0003,Zone A,commercial,8.235,223.95,39.076,0.941,60.01,NORMAL,none
2026-05-11 21:01:00,SM_0004,Zone A,residentiel,3.061,221.49,14.938,0.925,59.62,NORMAL,none
2026-05-11 21:01:00,SM_0005,Zone A,residentiel,4.995,225.11,23.937,0.927,60.3,NORMAL,none
2026-05-11 21:01:00,SM_0006,Zone C,industriel,13.218,238.95,63.253,0.875,60.44,NORMAL,none
2026-05-11 21:01:00,SM_0007,Zone B,commercial,4.155,227.74,18.729,0.974,59.98,NORMAL,none
2026-05-11 21:01:00,SM_0008,Zone B,commercial,5.174,204.92,26.189,0.964,60.23,ALERTE,voltage_low
2026-05-11 21:01:00,SM_0009,Zone A,commercial,1.871,229.67,8.472,0.962,59.93,ALERTE,consumption_drop
2026-05-11 21:01:00,SM_0010,Zone C,residentiel,0.871,229.0,4.412,0.861,59.54,NORMAL,none
2026-05-11 21:01:00,SM_0011,Zone A,industriel,24.309,229.53,119.369,0.887,59.79,NORMAL,none
2026-05-11 21:01:00,SM_0012,Zone D,residentiel,3.926,223.74,20.385,0.861,60.32,NORMAL,none
2026-05-11 21:01:00,SM_0013,Zone C,residentiel,2.38,220.83,21.741,0.496,60.05,ALERTE,power_factor_low
2026-05-11 21:01:00,SM_0014,Zone B,industriel,16.246,232.91,80.233,0.869,59.66,NORMAL,none
2026-05-11 21:01:00,SM_0015,Zone D,residentiel,3.769,235.48,16.37,0.978,60.3,NORMAL,none
2026-05-11 21:01:00,SM_0016,Zone C,industriel,13.077,253.68,54.456,0.947,59.89,ALERTE,voltage_high
2026-05-11 21:01:00,SM_0017,Zone C,residentiel,3.173,231.87,14.906,0.918,59.5,NORMAL,none
2026-05-11 21:01:00,SM_0018,Zone C,residentiel,3.995,228.17,19.327,0.906,59.67,NORMAL,none
2026-05-11 21:01:00,SM_0019,Zone D,residentiel,3.454,235.22,16.619,0.884,60.07,NORMAL,none
2026-05-11 21:01:00,SM_0020,Zone C,residentiel,2.197,235.82,10.869,0.857,59.66,NORMAL,none
2026-05-11 21:01:00,SM_0021,Zone C,residentiel,15.404,224.73,78.186,0.877,59.57,ALERTE,consumption_spike
2026-05-11 21:01:00,SM_0022,Zone C,residentiel,1.553,221.33,7.788,0.901,59.51,NORMAL,none
2026-05-11 21:01:00,SM_0023,Zone D,commercial,1.416,222.78,6.941,0.916,60.2,ALERTE,consumption_drop
2026-05-11 21:01:00,SM_0024,Zone C,residentiel,3.772,234.6,16.913,0.951,59.94,NORMAL,none
2026-05-11 21:01:00,SM_0025,Zone D,commercial,5.874,233.06,40.536,0.622,60.45,ALERTE,power_factor_low
2026-05-11 21:01:00,SM_0026,Zone D,industriel,30.717,238.49,131.775,0.977,59.86,NORMAL,none
2026-05-11 21:01:00,SM_0027,Zone B,residentiel,4.758,227.96,24.054,0.868,59.64,NORMAL,none
2026-05-11 21:01:00,SM_0028,Zone B,residentiel,3.271,228.37,14.879,0.963,59.68,NORMAL,none
2026-05-11 21:01:00,SM_0029,Zone A,residentiel,3.362,228.21,15.41,0.956,59.59,NORMAL,none
2026-05-11 21:01:00,SM_0030,Zone C,commercial,9.707,228.16,44.729,0.951,60.11,NORMAL,none
2026-05-11 21:01:00,SM_0031,Zone D,commercial,7.113,224.95,33.397,0.947,60.26,NORMAL,none
2026-05-11 21:01:00,SM_0032,Zone B,commercial,6.604,224.39,32.508,0.905,60.0,NORMAL,none
2026-05-11 21:01:00,SM_0033,Zone B,residentiel,4.2,221.21,22.107,0.859,60.05,NORMAL,none
2026-05-11 21:01:00,SM_0034,Zone A,residentiel,0.205,220.57,1.074,0.867,59.94,ALERTE,consumption_drop
2026-05-11 21:01:00,SM_0035,Zone C,commercial,5.968,226.45,27.51,0.958,59.53,NORMAL,none
2026-05-11 21:01:00,SM_0036,Zone C,commercial,1.57,231.38,7.084,0.958,60.24,ALERTE,consumption_drop
2026-05-11 21:01:00,SM_0037,Zone C,commercial,8.245,221.61,39.733,0.936,60.28,NORMAL,none
2026-05-11 21:01:00,SM_0038,Zone C,industriel,21.373,225.44,108.489,0.874,60.18,NORMAL,none
2026-05-11 21:01:00,SM_0039,Zone C,industriel,14.492,229.64,67.298,0.938,60.2,NORMAL,none
2026-05-11 21:01:00,SM_0040,Zone C,residentiel,0.324,232.25,1.622,0.861,60.41,ALERTE,consumption_drop
2026-05-11 21:01:00,SM_0041,Zone D,residentiel,1.53,229.29,7.767,0.859,59.79,NORMAL,none
2026-05-11 21:01:00,SM_0042,Zone C,commercial,4.078,234.94,19.699,0.881,59.83,NORMAL,none
2026-05-11 21:01:00,SM_0043,Zone D,commercial,7.793,225.33,39.278,0.88,60.31,NORMAL,none
2026-05-11 21:01:00,SM_0044,Zone D,industriel,16.098,239.55,75.842,0.886,60.3,NORMAL,none
2026-05-11 21:01:00,SM_0045,Zone D,commercial,4.02,223.23,18.647,0.966,60.29,NORMAL,none
2026-05-11 21:01:00,SM_0046,Zone D,residentiel,3.397,223.63,16.738,0.907,60.14,NORMAL,none
2026-05-11 21:01:00,SM_0047,Zone A,residentiel,2.923,229.63,13.98,0.91,59.81,NORMAL,none
2026-05-11 21:01:00,SM_0048,Zone A,industriel,17.362,202.91,92.144,0.929,60.11,ALERTE,voltage_low
2026-05-11 21:01:00,SM_0049,Zone A,industriel,25.277,224.41,118.275,0.952,59.72,NORMAL,none
2026-05-11 21:01:00,SM_0050,Zone D,industriel,21.095,233.66,96.644,0.934,60.0,NORMAL,none
2026-05-11 21:01:00,SM_0051,Zone D,industriel,26.567,229.03,123.491,0.939,60.19,NORMAL,none
2026-05-11 21:01:00,SM_0052,Zone D,residentiel,12.002,263.78,65.385,0.696,60.1,ALERTE,combined
2026-05-11 21:01:00,SM_0053,Zone C,industriel,10.078,199.29,58.827,0.86,60.38,ALERTE,voltage_low
2026-05-11 21:01:00,SM_0054,Zone C,residentiel,0.791,224.89,4.124,0.853,60.07,NORMAL,none
2026-05-11 21:01:00,SM_0055,Zone D,residentiel,3.116,238.94,13.672,0.954,60.31,NORMAL,none
2026-05-11 21:01:00,SM_0056,Zone A,residentiel,1.18,224.04,5.927,0.889,60.15,NORMAL,none
2026-05-11 21:01:00,SM_0057,Zone D,residentiel,4.588,221.55,23.772,0.871,59.32,ALERTE,frequency_deviation
2026-05-11 21:01:00,SM_0058,Zone A,industriel,125.555,236.27,549.157,0.968,60.5,ALERTE,consumption_spike
2026-05-11 21:01:00,SM_0059,Zone D,industriel,13.758,225.33,69.925,0.873,59.51,NORMAL,none
2026-05-11 21:01:00,SM_0060,Zone D,commercial,4.316,222.17,19.886,0.977,60.45,NORMAL,none
2026-05-11 21:01:00,SM_0061,Zone A,commercial,4.265,254.21,18.316,0.916,60.2,ALERTE,voltage_high
2026-05-11 21:01:00,SM_0062,Zone B,industriel,21.06,236.42,91.471,0.974,60.09,NORMAL,none
2026-05-11 21:01:00,SM_0063,Zone A,residentiel,0.767,220.23,5.158,0.675,60.49,ALERTE,power_factor_low
2026-05-11 21:01:00,SM_0064,Zone C,commercial,0.824,222.34,3.854,0.961,60.39,ALERTE,consumption_drop
2026-05-11 21:01:00,SM_0065,Zone D,commercial,4.73,225.6,22.321,0.939,59.5,NORMAL,none
2026-05-11 21:01:00,SM_0066,Zone B,commercial,5.76,188.85,32.657,0.934,59.72,ALERTE,voltage_low
2026-05-11 21:01:00,SM_0067,Zone B,industriel,32.7,234.28,163.636,0.853,59.56,NORMAL,none
